Keyword,Current Position,Monthly Impressions,Monthly Clicks,Current CTR,CTR Potential,Traffic Potential,Opportunity Score,Opportunity Type,Priority,Est. Monthly Volume,Keyword Difficulty,Average CPC,Search Intent,Data Source
dyscalculia services,49.7,28,0,0.00%,2.00%,0,48.4,Long-term Target,Medium,28,0,0.7,Informational,Ahrefs
games of learning,50.1,30,0,0.00%,2.00%,0,48.4,Long-term Target,Medium,30,0,0.0,Informational,Ahrefs
kids group,53.6,20,0,0.00%,2.00%,0,48.4,Long-term Target,Medium,90,6,0.0,Informational,Ahrefs
define sythesis,36.7,11,0,0.00%,2.00%,0,48.4,Long-term Target,Medium,11,15,0.0,Informational,Ahrefs
educational games for kids ipad,70.9,600,0,0.00%,2.00%,12,48.4,Long-term Target,Medium,600,0,0.0,Informational,Ahrefs
little miss chatterbox,65.6,27,0,0.00%,2.00%,0,48.4,Long-term Target,Medium,400,0,0.15,Informational,Ahrefs
math tutor austin,75.8,1186,0,0.00%,2.00%,23,48.4,Long-term Target,Medium,1186,4,10.0,Informational,Ahrefs
beyond compare price,50.1,29,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,29,0,5.0,Commercial,Ahrefs
math tutor near me for 6th grade,45.5,24,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,24,7,0.0,Informational,Ahrefs
her interactive coupon code,47.9,17,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,20,0,0.0,Informational,Ahrefs
homeschooling memes,57.4,29,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,100,0,0.15,Informational,Ahrefs
first in math. com,45.4,18,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,20,5,0.0,Informational,Ahrefs
ask ai math questions,51.3,20,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,90,11,0.7,Informational,Ahrefs
best ai tutors,48.4,157,0,0.00%,2.00%,3,48.3,Long-term Target,Medium,157,25,0.0,Commercial,Ahrefs
best amazon fire games for 10 year olds,44.9,10,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,20,6,0.0,Commercial,Ahrefs
how to become a tutor as a kid,33.9,20,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,20,28,0.0,Informational,Ahrefs
line memorization app,56.6,52,0,0.00%,2.00%,1,48.3,Long-term Target,Medium,150,7,0.7,Navigational,Ahrefs
maths ai,57.2,541,1,0.18%,1.82%,9,48.3,Long-term Target,Medium,541,25,0.45,Informational,Ahrefs
best educational game,29.5,17,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,17,35,0.0,Commercial,Ahrefs
amazon flash cards,47.6,19,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,19,0,0.0,Informational,Ahrefs
google tutor ai,45.4,13,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,13,0,0.0,Informational,Ahrefs
geometry tutor castaic ca,48.8,23,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,23,0,0.0,Informational,Ahrefs
7am to 5pm is how many hours,52.7,10,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,400,26,0.25,Informational,Ahrefs
abrir present perfect,65.7,72,0,0.00%,2.00%,1,48.3,Long-term Target,Medium,450,2,0.0,Informational,Ahrefs
match free trial,65.1,22,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,1000,12,1.0,Informational,Ahrefs
adaptation syn,58.8,25,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,125,0,0.0,Informational,Ahrefs
laptop for game development,59.9,13,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,150,0,1.0,Commercial,Ahrefs
5pm cet time,48.0,16,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,20,0,0.0,Informational,Ahrefs
how much can tutors make,50.2,29,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,29,0,0.7,Informational,Ahrefs
kindle fire for kids,64.4,259,0,0.00%,2.00%,5,48.3,Long-term Target,Medium,259,0,0.0,Informational,Ahrefs
astra academy,58.1,101,0,0.00%,2.00%,2,48.3,Long-term Target,Medium,101,0,0.0,Informational,Ahrefs
kids summer camp,52.3,323,0,0.00%,2.00%,6,48.3,Long-term Target,Medium,1100,42,0.0,Informational,Ahrefs
elon app,60.9,155,0,0.00%,2.00%,3,48.3,Long-term Target,Medium,155,0,0.0,Navigational,Ahrefs
math apps for adults,62.5,35,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,350,5,1.6,Navigational,Ahrefs
elon registration bonus,50.5,30,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,30,0,0.0,Informational,Ahrefs
chat gpt free trial,68.4,17,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,800,3,1.0,Informational,Ahrefs
good math ai,58.0,23,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,150,4,0.0,Informational,Ahrefs
building confidence in children,36.9,78,0,0.00%,2.00%,1,48.3,Long-term Target,Medium,78,39,0.0,Informational,Ahrefs
best maths tutors,48.1,11,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,20,0,0.0,Commercial,Ahrefs
game kid join,26.1,21,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,900,89,0.0,Informational,Ahrefs
how much do math tutors charge,56.0,86,0,0.00%,2.00%,1,48.3,Long-term Target,Medium,86,2,1.6,Informational,Ahrefs
mathletics com,55.9,15,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,75,0,1.1,Informational,Ahrefs
elon musk scholarships,47.7,14,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,40,9,0.6,Informational,Ahrefs
math tutor for grade,68.1,108,0,0.00%,2.00%,2,48.3,Long-term Target,Medium,540,0,0.0,Informational,Ahrefs
learning online games for 5 year olds,51.8,37,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,37,0,0.0,Informational,Ahrefs
how much do tutors make per hour,38.1,48,0,0.00%,2.00%,0,48.3,Long-term Target,Medium,100,39,0.25,Informational,Ahrefs
children of elon musk,39.8,13,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,600,57,0.0,Informational,Ahrefs
joshua school,48.8,12,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,40,7,0.0,Informational,Ahrefs
math tuition teacher,61.4,37,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,185,0,0.0,Informational,Ahrefs
home math tutors near me,54.0,51,0,0.00%,2.00%,1,48.2,Long-term Target,Medium,51,0,0.0,Informational,Ahrefs
ai for kids,66.2,1675,0,0.00%,2.00%,33,48.2,Long-term Target,Medium,1675,33,0.0,Informational,Ahrefs
how much are math tutors,56.9,83,0,0.00%,2.00%,1,48.2,Long-term Target,Medium,83,0,2.0,Informational,Ahrefs
ai for maths,57.9,99,0,0.00%,2.00%,1,48.2,Long-term Target,Medium,99,0,0.0,Informational,Ahrefs
chromebooks for education $99,50.0,78,0,0.00%,2.00%,1,48.2,Long-term Target,Medium,78,13,0.35,Informational,Ahrefs
educational computer games for kindergarten,54.7,57,0,0.00%,2.00%,1,48.2,Long-term Target,Medium,57,0,1.4,Informational,Ahrefs
firsttutors,57.5,92,0,0.00%,2.00%,1,48.2,Long-term Target,Medium,92,0,0.0,Informational,Ahrefs
adastra games,56.1,15,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,75,0,0.0,Informational,Ahrefs
home tutors for maths,55.0,60,0,0.00%,2.00%,1,48.2,Long-term Target,Medium,60,0,9.0,Informational,Ahrefs
fractions for 10 year olds,54.8,12,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,60,0,0.0,Informational,Ahrefs
german tutor near me,65.7,111,0,0.00%,2.00%,2,48.2,Long-term Target,Medium,450,3,3.5,Informational,Ahrefs
astra black friday,61.8,174,0,0.00%,2.00%,3,48.2,Long-term Target,Medium,174,0,0.0,Informational,Ahrefs
ai for learning math,47.3,17,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,17,0,0.0,Informational,Ahrefs
curate pronunciation,55.7,14,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,70,0,0.0,Informational,Ahrefs
chinese pronunciation game,56.1,15,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,75,0,0.0,Informational,Ahrefs
beyond tutoring,47.4,17,0,0.00%,2.00%,0,48.2,Long-term Target,Medium,17,0,0.0,Informational,Ahrefs
ai schooling,52.5,19,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,40,0,0.0,Informational,Ahrefs
gaming for 10 year olds,47.4,17,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,17,0,0.0,Informational,Ahrefs
game face tutoring,53.0,44,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,44,0,6.0,Informational,Ahrefs
growth mindset for kindergarten,56.1,54,0,0.00%,2.00%,1,48.1,Long-term Target,Medium,70,0,0.3,Informational,Ahrefs
english tuition for kids,62.3,183,0,0.00%,2.00%,3,48.1,Long-term Target,Medium,183,0,0.0,Informational,Ahrefs
exhilarating pronunciation,55.4,13,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,65,0,0.0,Informational,Ahrefs
math tutor online india,52.5,40,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,40,0,0.0,Informational,Ahrefs
cpm educational program,62.4,46,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,250,2,5.0,Informational,Ahrefs
homeschool spanish academy,79.5,30,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,3800,0,1.6,Informational,Ahrefs
game design tutors,58.3,21,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,105,0,0.0,Informational,Ahrefs
does speed have a daughter,52.6,12,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,40,0,0.0,Informational,Ahrefs
is math boring,47.5,12,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,20,2,0.0,Informational,Ahrefs
best math apps for kids 1st grade,48.5,20,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,20,0,0.0,Commercial,Ahrefs
astra nova school curriculum,46.8,15,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,15,0,0.0,Informational,Ahrefs
dad's math worksheets,33.1,14,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,40,39,0.9,Informational,Ahrefs
games to play on chromebook at school,69.9,99,1,1.01%,0.99%,0,48.1,Long-term Target,Medium,800,1,0.0,Informational,Ahrefs
math tutoring for high school students,64.8,849,0,0.00%,2.00%,16,48.1,Long-term Target,Medium,849,20,0.0,Informational,Ahrefs
how to learn math on your own,50.6,21,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,60,9,1.3,Informational,Ahrefs
ai kds,56.0,14,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,70,0,0.0,Informational,Ahrefs
7th grade math tutoring near me,57.5,18,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,90,0,0.0,Informational,Ahrefs
create synergy account,64.5,247,0,0.00%,2.00%,4,48.1,Long-term Target,Medium,247,0,0.0,Navigational,Ahrefs
camp nova,62.2,21,0,0.00%,2.00%,0,48.1,Long-term Target,Medium,200,0,0.0,Informational,Ahrefs
ct tech boot camp login,42.1,13,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,13,8,0.0,Navigational,Ahrefs
fall flashcards,45.1,11,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,11,0,0.0,Informational,Ahrefs
adhd testing center wayne,54.1,10,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,50,0,0.0,Informational,Ahrefs
hire a teacher for homeschool,51.3,17,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,40,3,2.0,Informational,Ahrefs
level math help,60.2,28,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,140,0,0.0,Informational,Ahrefs
math tutor one on one,45.7,12,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,12,0,0.0,Informational,Ahrefs
boot camp for kids,79.2,297,0,0.00%,2.00%,5,48.0,Long-term Target,Medium,3300,2,1.1,Informational,Ahrefs
420 science promo code,48.2,10,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,20,1,0.0,Informational,Ahrefs
black chat line free trial,51.9,34,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,34,0,0.7,Informational,Ahrefs
first time tutoring,64.5,242,0,0.00%,2.00%,4,48.0,Long-term Target,Medium,242,0,0.0,Informational,Ahrefs
2pm cet,53.9,76,0,0.00%,2.00%,1,48.0,Long-term Target,Medium,350,24,0.0,Informational,Ahrefs
beyond body avis,57.3,17,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,85,0,0.0,Informational,Ahrefs
beyond compare,84.3,377,0,0.00%,2.00%,7,48.0,Long-term Target,Medium,11000,7,0.25,Commercial,Ahrefs
how many kids does the game have,68.1,96,0,0.00%,2.00%,1,48.0,Long-term Target,Medium,600,2,0.0,Informational,Ahrefs
amazon kids tablet,78.7,65,0,0.00%,2.00%,1,48.0,Long-term Target,Medium,4200,4,0.0,Informational,Ahrefs
maths tuition teacher near me,54.6,247,0,0.00%,2.00%,4,48.0,Long-term Target,Medium,247,20,0.0,Informational,Ahrefs
maths science tuition near me,62.0,37,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,185,0,0.0,Informational,Ahrefs
how to add fractions for kids,44.7,10,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,10,0,0.0,Informational,Ahrefs
combover,79.8,107,0,0.00%,2.00%,2,48.0,Long-term Target,Medium,4800,4,0.35,Informational,Ahrefs
math tutor programs,24.5,50,0,0.00%,2.00%,1,48.0,First Page Push,Medium,50,60,2.0,Informational,Ahrefs
kids falling,58.8,21,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,250,10,0.0,Informational,Ahrefs
lifetime personal trainer cost,57.9,18,0,0.00%,2.00%,0,48.0,Long-term Target,Medium,100,1,1.7,Commercial,Ahrefs
how to do fractions,77.7,187,0,0.00%,2.00%,3,48.0,Long-term Target,Medium,2700,2,0.8,Informational,Ahrefs
maths curriculum 2.0,57.8,18,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,90,0,0.0,Informational,Ahrefs
learning numbers for kids,58.8,144,0,0.00%,2.00%,2,47.9,Long-term Target,Medium,250,11,0.0,Informational,Ahrefs
high school maths tutoring,65.8,67,0,0.00%,2.00%,1,47.9,Long-term Target,Medium,335,0,0.0,Informational,Ahrefs
apps for learning multiplication,54.6,50,0,0.00%,2.00%,1,47.9,Long-term Target,Medium,50,0,0.0,Navigational,Ahrefs
blessing discount store,67.4,16,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,450,0,2.0,Commercial,Ahrefs
french home tutor near me,56.9,74,0,0.00%,2.00%,1,47.9,Long-term Target,Medium,74,0,0.0,Informational,Ahrefs
colegio tesla,54.4,10,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,50,0,0.0,Informational,Ahrefs
free online math tutoring websites,57.9,18,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,90,0,0.0,Informational,Ahrefs
how many kids are in the world,65.6,49,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,1500,18,0.0,Informational,Ahrefs
math enrichment classes near me,55.5,12,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,60,0,0.0,Informational,Ahrefs
fractions tutorial,55.0,11,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,55,0,0.0,Informational,Ahrefs
in person math tutoring near me,45.8,21,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,21,7,9.0,Informational,Ahrefs
homeschooling tutor,69.1,566,0,0.00%,2.00%,11,47.9,Long-term Target,Medium,566,5,3.0,Informational,Ahrefs
ai maths,51.2,304,0,0.00%,2.00%,6,47.9,Long-term Target,Medium,304,31,0.7,Informational,Ahrefs
math chat gpt,59.8,119,0,0.00%,2.00%,2,47.9,Long-term Target,Medium,1200,28,0.7,Informational,Ahrefs
elon app apk,55.2,54,0,0.00%,2.00%,1,47.9,Long-term Target,Medium,54,0,0.0,Navigational,Ahrefs
math learning center apps,49.7,38,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,200,26,2.0,Navigational,Ahrefs
ipad case for kids,69.9,46,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,800,2,0.0,Informational,Ahrefs
homeschool desk ideas,60.5,21,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,150,1,0.3,Informational,Ahrefs
el math program,47.0,14,0,0.00%,2.00%,0,47.9,Long-term Target,Medium,14,0,0.0,Informational,Ahrefs
ai math apps,34.0,23,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,90,48,0.0,Navigational,Ahrefs
avis hollywood,56.6,18,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,70,0,0.7,Informational,Ahrefs
astro ages,48.6,20,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,20,1,0.0,Informational,Ahrefs
all in tutoring,52.6,13,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,70,8,0.0,Informational,Ahrefs
ixl vs abc mouse,49.2,13,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,20,0,4.0,Commercial,Ahrefs
lifetime tables,76.8,77,0,0.00%,2.00%,1,47.8,Long-term Target,Medium,3600,7,0.2,Informational,Ahrefs
math learning center near me,61.5,204,0,0.00%,2.00%,4,47.8,Long-term Target,Medium,204,5,6.0,Informational,Ahrefs
free synergy,46.2,12,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,12,0,0.0,Informational,Ahrefs
best online math tutor in india,50.6,25,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,25,0,3.0,Commercial,Ahrefs
astro gpt free,56.3,63,0,0.00%,2.00%,1,47.8,Long-term Target,Medium,63,0,0.2,Informational,Ahrefs
math tutor pricing,62.8,172,0,0.00%,2.00%,3,47.8,Long-term Target,Medium,172,0,0.0,Informational,Ahrefs
camp design ideas,49.3,10,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,20,0,0.0,Informational,Ahrefs
best maths tuition,56.3,62,0,0.00%,2.00%,1,47.8,Long-term Target,Medium,62,0,0.0,Commercial,Ahrefs
ad astra amazon,56.3,13,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,65,0,0.0,Informational,Ahrefs
math learning academy,54.3,46,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,46,0,0.0,Informational,Ahrefs
matematica master of numbers,46.3,12,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,12,0,0.0,Informational,Ahrefs
is synthesia worth it,53.4,47,0,0.00%,2.00%,0,47.8,Long-term Target,Medium,47,2,0.0,Informational,Ahrefs
gaming camp,70.5,479,0,0.00%,2.00%,9,47.7,Long-term Target,Medium,479,0,1.4,Informational,Ahrefs
math tutor live,61.1,29,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,145,0,0.0,Informational,Ahrefs
children's tuition near me,55.9,12,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,60,0,0.0,Informational,Ahrefs
how to memorize times tables in 5 minutes,54.3,46,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,46,0,0.6,Informational,Ahrefs
home tutor for 1st to 4th,58.8,93,0,0.00%,2.00%,1,47.7,Long-term Target,Medium,93,0,0.0,Informational,Ahrefs
looking for math tutor,25.8,115,0,0.00%,2.00%,2,47.7,First Page Push,Medium,115,69,6.0,Informational,Ahrefs
alternative tutoring,58.3,18,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,90,0,0.0,Commercial,Ahrefs
math tutors around me,37.8,23,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,23,25,7.0,Informational,Ahrefs
how to tutor a child,54.9,10,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,50,0,0.0,Informational,Ahrefs
home tutor maths near me,60.6,26,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,130,0,0.0,Informational,Ahrefs
astra school,51.9,19,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,30,0,0.0,Informational,Ahrefs
1st grade worksheets for adhd child,52.8,35,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,35,0,0.0,Informational,Ahrefs
ai maths help,50.3,23,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,23,0,0.0,Informational,Ahrefs
how many hours is 7am to 3pm,65.8,46,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,1100,15,0.0,Informational,Ahrefs
best math tutors,51.4,735,0,0.00%,2.00%,14,47.7,Long-term Target,Medium,735,46,8.0,Commercial,Ahrefs
how to say math class in spanish,55.5,11,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,55,0,0.0,Informational,Ahrefs
games school appropriate,25.6,25,0,0.00%,2.00%,0,47.7,First Page Push,Medium,300,80,0.0,Navigational,Ahrefs
ai spanish tutor free,49.6,12,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,20,0,0.0,Informational,Ahrefs
adding unlike fractions,67.6,79,0,0.00%,2.00%,1,47.7,Long-term Target,Medium,1200,13,1.1,Informational,Ahrefs
asd fraction 2,52.0,12,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,30,0,0.3,Informational,Ahrefs
ad astra school tuition,49.6,10,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,20,0,0.0,Informational,Ahrefs
kids camp,51.4,268,0,0.00%,2.00%,5,47.7,Long-term Target,Medium,1500,50,0.0,Informational,Ahrefs
5th grade math tutoring near me,50.4,23,0,0.00%,2.00%,0,47.7,Long-term Target,Medium,23,0,0.0,Informational,Ahrefs
future tutors reviews,61.1,28,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,140,0,0.0,Commercial,Ahrefs
dyslexia wiki,47.4,38,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,38,12,0.0,Informational,Ahrefs
dahn al oud,67.5,316,0,0.00%,2.00%,6,47.6,Long-term Target,Medium,316,0,0.3,Informational,Ahrefs
french tutor,85.6,3557,0,0.00%,2.00%,71,47.6,Long-term Target,Medium,3557,25,6.0,Informational,Ahrefs
best teacher of maths,65.0,51,0,0.00%,2.00%,1,47.6,Long-term Target,Medium,255,0,0.0,Commercial,Ahrefs
games you can play in school,42.7,40,1,2.50%,0.00%,0,47.6,Long-term Target,Medium,60,27,0.0,Informational,Ahrefs
german 3 tutoring near me,56.7,13,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,65,0,0.0,Informational,Ahrefs
go student tutoring,52.5,32,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,32,0,3.5,Informational,Ahrefs
1 on 1 math tutoring,64.9,219,0,0.00%,2.00%,4,47.6,Long-term Target,Medium,219,0,9.0,Informational,Ahrefs
gaming camps near me,63.3,374,0,0.00%,2.00%,7,47.6,Long-term Target,Medium,374,11,1.3,Informational,Ahrefs
best apps for learning multiplication,64.4,47,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,235,0,0.0,Commercial,Ahrefs
beyond compare alternatives,46.2,12,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,12,1,0.0,Commercial,Ahrefs
dyscalculia simulation,49.3,14,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,20,1,0.0,Informational,Ahrefs
beyond compare free,64.4,267,0,0.00%,2.00%,5,47.6,Long-term Target,Medium,267,4,0.35,Commercial,Ahrefs
best chromebook for homeschool,51.7,21,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,30,1,0.5,Commercial,Ahrefs
a level further maths tutors near me,63.3,39,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,195,0,0.0,Informational,Ahrefs
asd maths tutor,56.3,12,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,60,0,0.0,Informational,Ahrefs
how to add unlike fractions,63.8,18,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,450,9,1.4,Informational,Ahrefs
how to say math in spanish,64.8,15,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,250,0,0.0,Informational,Ahrefs
ai revolution game codes,52.2,20,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,30,0,0.0,Informational,Ahrefs
best tablet for 10 year olds,51.3,22,0,0.00%,2.00%,0,47.6,Long-term Target,Medium,90,15,0.4,Commercial,Ahrefs
free online calculus tutor chat,56.4,12,0,0.00%,2.00%,0,47.5,Long-term Target,Medium,60,0,0.0,Informational,Ahrefs
free tutoring online for math,56.4,12,0,0.00%,2.00%,0,47.5,Long-term Target,Medium,60,0,0.0,Informational,Ahrefs
how many hours is 7am to 5pm,58.0,31,0,0.00%,2.00%,0,47.5,Long-term Target,Medium,700,26,0.0,Informational,Ahrefs
best tablet for 7 10 year olds,56.7,147,0,0.00%,2.00%,2,47.5,Long-term Target,Medium,147,11,0.3,Commercial,Ahrefs
code tutor,66.9,474,0,0.00%,2.00%,9,47.5,Long-term Target,Medium,474,8,2.5,Informational,Ahrefs
6am to 5pm is how many hours,52.3,30,0,0.00%,2.00%,0,47.5,Long-term Target,Medium,30,0,0.0,Informational,Ahrefs
full stack engineering team,61.0,119,0,0.00%,2.00%,2,47.5,Long-term Target,Medium,119,0,0.0,Informational,Ahrefs
easy-tutor,56.9,13,0,0.00%,2.00%,0,47.5,Long-term Target,Medium,65,0,3.0,Informational,Ahrefs
7+ tutor,60.0,22,0,0.00%,2.00%,0,47.5,Long-term Target,Medium,110,0,0.0,Informational,Ahrefs
best maths app for adults,63.9,42,0,0.00%,2.00%,0,47.5,Long-term Target,Medium,210,0,0.0,Commercial,Ahrefs
become a maths tutor,66.0,263,0,0.00%,2.00%,5,47.5,Long-term Target,Medium,263,1,1.5,Informational,Ahrefs
grade 3 tutor,56.5,57,0,0.00%,2.00%,1,47.5,Long-term Target,Medium,57,0,0.0,Informational,Ahrefs
