#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
1583,educational math,us,90,100,1.80,,math resources,2025-05-18 02:48:02,"Sitelinks,Videos,Top stories,Thumbnail",150,450,600,2017-12-13,"Informational,Non-branded,Non-local"
1584,how to tutor math,us,1,100,1.10,1.23,how to tutor math,2025-05-22 22:02:41,"Sitelinks,People also ask,Discussions",150,90,150,2015-09-05,"Informational,Non-branded,Non-local"
1585,discount dan,us,11,100,1.00,0.3,discount dan,2025-05-16 07:58:08,"Sitelinks,Knowledge panel,Top stories,Thumbnail",150,0,10,2015-09-04,"Informational,Non-branded,Non-local"
1586,join 99 math com,us,46,100,1.20,,99 math join,2025-05-19 17:51:18,Sitelinks,100,71000,75000,2020-10-07,"Navigational,Branded,Non-local"
1587,math io,us,64,100,0.80,,math.io,2025-05-13 23:26:07,"Sitelinks,Thumbnail",400,70,80,2017-02-21,"Informational,Non-branded,Non-local"
1588,how to tutor kids,us,18,100,,,how to tutor kids,2025-05-28 01:02:40,"AI overview,Thumbnail,Sitelinks,People also ask,Discussions",200,40,50,2015-09-12,"Informational,Non-branded,Non-local"
1589,learn anything ai,us,59,100,2.00,,learn anything ai,2025-05-23 03:34:11,"Sitelinks,Top stories,Video preview,Thumbnail",1200,20,20,2023-02-02,"Informational,Non-branded,Non-local"
1590,how long does summer camp last,us,0,100,,,summer camp,2025-05-09 05:39:38,"Featured snippet,People also ask,Sitelinks",250,2600,4500,2016-05-12,"Informational,Non-branded,Non-local"
1591,mathematics ai,us,28,100,,,math ai,2025-05-13 09:04:17,"Sitelinks,Top stories,Video preview",2300,53000,90000,2019-05-02,"Informational,Non-branded,Non-local"
1592,99 maths,us,2,100,,,99math,2025-05-30 18:56:30,"Sitelinks,People also ask,Top stories,Video preview,Thumbnail",19000,1050000,1180000,2021-01-30,"Informational,Branded,Non-local"
1593,german tutors online,us,18,100,6.00,,german tutoring,2025-06-01 12:00:03,"Sitelinks,People also ask",400,900,1700,2019-07-02,"Informational,Commercial,Transactional,Non-branded,Non-local"
1594,academic tutor,us,80,100,4.00,0.44,online tutoring,2025-05-07 17:44:17,"Sitelinks,People also ask",500,30000,41000,2016-01-13,"Informational,Non-branded,Non-local"
1595,5th grade tutor near me,us,2,100,,,tutoring for 5th graders,2025-05-18 16:13:13,"Top ads,Local pack,People also ask,Sitelinks,Bottom ads,Paid sitelinks",150,100,100,2020-01-14,"Informational,Commercial,Non-branded,Local"
1596,3rd grade math lessons,us,16,100,,1.17,3rd grade math,2025-06-02 20:36:22,"AI overview,Thumbnail,Top ads,Sitelinks,People also ask",150,6000,9600,2015-09-18,"Informational,Non-branded,Non-local"
1597,math help free,us,92,100,0.80,1.28,math help,2025-05-10 00:38:25,Sitelinks,150,3100,3600,2015-09-01,"Informational,Non-branded,Non-local"
1598,iowa homeschool,us,6,100,1.60,1.47,homeschool iowa,2025-05-14 12:42:25,"Sitelinks,People also ask,Top stories,Thumbnail,Video preview",100,200,200,2015-10-06,"Informational,Non-branded,Local"
1599,baby math,us,4,100,,0.54,baby math,2025-05-09 20:50:00,"AI overview,Thumbnail,People also ask,Sitelinks,Top stories,Video preview",250,20,20,2015-09-07,"Informational,Non-branded,Non-local"
1600,ai mathematics,us,27,100,0.70,,math ai,2025-05-07 18:02:39,"Sitelinks,Top stories,Thumbnail",800,51000,87000,2016-02-23,"Informational,Non-branded,Non-local"
1601,black friday fire tablet deals,us,3,100,,,black friday fire tablet deals,2025-05-18 15:24:12,"Shopping,Thumbnail,People also ask,Sitelinks",150,150,150,2016-11-15,"Informational,Commercial,Transactional,Branded,Non-local"
1602,after school activity,us,28,100,,0.31,after school activities,2025-06-02 11:06:55,"People also ask,Discussions,Sitelinks,Top stories,Thumbnail",350,1500,2000,2015-09-02,"Informational,Non-branded,Non-local"
1603,addition flash cards online,us,24,100,0.90,1.3,factmonster flashcards,2025-05-22 23:48:40,Sitelinks,150,13000,14000,2015-09-12,"Informational,Non-branded,Non-local"
1604,astro customer service,us,4,100,1.50,0.82,astro customer service number,2025-05-22 17:45:40,"Featured snippet,People also ask,Sitelinks,Discussions",5600,40,40,2015-09-19,"Informational,Branded,Non-local"
1605,best apps for 12 year olds,us,43,100,0.80,,best apps for 10 year olds,2025-05-15 14:17:48,"Sitelinks,People also ask,Top stories,Thumbnail,Discussions",200,600,800,2016-06-24,"Informational,Non-branded,Non-local"
1606,ad astra elon musk,us,12,100,2.50,0.96,ad astra school,2025-05-15 00:48:35,"AI overview,Thumbnail,Sitelinks,Knowledge panel,People also ask,Top stories,Video preview",350,1100,1200,2017-03-12,"Informational,Branded,Non-local"
1607,how to make school fun,us,0,100,,0.62,how to like school,2025-05-12 17:39:06,"AI overview,Thumbnail,People also ask,Sitelinks,Top stories,Video preview",250,150,200,2015-09-04,"Informational,Non-branded,Non-local"
1608,child struggling in school,us,8,100,,0.79,child struggling in school,2025-05-31 20:03:27,"AI overview,Thumbnail,People also ask,Sitelinks",200,100,100,2015-10-15,"Informational,Non-branded,Non-local"
1609,bright kids,us,19,100,,0.83,bright kids,2025-05-22 21:14:34,"Thumbnail,People also ask,Sitelinks",500,0,10,2015-09-06,"Informational,Branded,Non-local"
1610,german tutor online,us,18,100,6.00,,german tutoring,2025-06-05 20:40:40,Sitelinks,400,900,1700,2015-09-17,"Informational,Commercial,Transactional,Non-branded,Non-local"
1611,math for 4 year olds,us,9,100,0.70,,math for 4 year olds,2025-05-31 10:00:38,"Top ads,Paid sitelinks,Shopping Ads,Thumbnail,People also ask,Sitelinks,Bottom ads",200,70,70,2015-09-10,"Informational,Non-branded,Non-local"
1612,ai tutor app,us,42,100,1.40,,ai tutor,2025-05-20 00:20:50,"Top ads,Sitelinks,People also ask,Top stories,Video preview",350,900,3000,2017-02-12,"Informational,Non-branded,Non-local"
1613,home school teacher,us,4,100,,0.57,homeschool teacher,2025-05-29 20:48:04,"Sitelinks,People also ask,Top stories,Thumbnail",250,250,250,2016-01-09,"Informational,Commercial,Non-branded,Non-local"
1614,how much is a chromebook for school,us,5,100,,,chromebook price,2025-06-05 19:10:56,"Shopping,Thumbnail,People also ask,Sitelinks",150,1000,1000,2019-11-23,"Informational,Commercial,Non-branded,Non-local"
1615,math help online free,us,85,100,0.80,1.37,math help,2025-05-16 16:09:06,"Sitelinks,Discussions,Videos",150,2200,2700,2015-09-12,"Informational,Non-branded,Non-local"
1616,best free apps for toddlers,us,17,100,,1.09,best apps for 2-3 year olds free,2025-05-29 23:12:56,"Sitelinks,People also ask,Discussions",200,3600,4300,2015-09-09,"Informational,Non-branded,Non-local"
1617,mathlearning center,us,8,100,3.00,,math learning center,2025-05-28 18:06:42,Sitelinks,150,2900,3100,2016-08-04,"Informational,Branded,Non-local"
1618,homeschool tutoring,us,0,100,3.00,,homeschool tutors,2025-06-01 10:00:57,"Local pack,People also ask,Sitelinks",300,350,350,2015-09-04,"Informational,Commercial,Non-branded,Non-local"
1619,a maths tuition,us,31,100,6.00,,mathnasium,2025-05-31 21:49:54,Sitelinks,350,44000,48000,2020-01-06,"Informational,Commercial,Non-branded,Non-local"
1620,chinese games for kids,us,35,100,,1.04,chinese games,2025-06-02 01:23:04,"Featured snippet,People also ask,Sitelinks,Thumbnail,Discussions,Shopping",350,800,1500,2015-11-02,"Informational,Non-branded,Non-local"
1621,how much does superhuman cost,us,0,100,,,superhuman email review,2025-05-13 02:36:18,"Featured snippet,People also ask,Sitelinks",200,100,100,2020-01-08,"Informational,Commercial,Branded,Non-local"
1622,homeschool app,us,5,100,3.50,,homeschool app,2025-05-29 23:22:55,"Top ads,Paid sitelinks,People also ask,Sitelinks,Top stories,Video preview,Thumbnail,Knowledge panel",200,300,300,2015-10-17,"Informational,Commercial,Non-branded,Non-local"
1623,classroom sensory table,us,0,100,0.45,,sand table for kids,2025-05-14 21:10:04,"Shopping Ads,Thumbnail,Shopping,Sitelinks",200,200,200,2017-07-21,"Informational,Commercial,Transactional,Non-branded,Non-local"
1624,coding for 11 year olds,us,16,100,1.80,,coding for 11 year olds,2025-05-27 16:06:21,"Sitelinks,People also ask,Discussions",300,40,50,2015-09-12,"Informational,Non-branded,Non-local"
1625,kids synthesizer,us,2,100,,,blip box,2025-05-07 17:31:42,"Shopping,Thumbnail,Sitelinks,Discussions",250,300,600,2016-01-24,"Informational,Commercial,Non-branded,Non-local"
1626,game design bootcamp,us,4,100,3.50,,game design bootcamp,2025-05-08 11:19:17,"Sitelinks,People also ask,Thumbnail,Discussions",200,40,40,2015-10-21,"Informational,Commercial,Non-branded,Non-local"
1627,math ai tools,us,48,100,0.80,,mathgpt,2025-05-30 12:16:35,"Sitelinks,Top stories,Thumbnail",250,78000,171000,2023-02-16,"Informational,Non-branded,Non-local"
1628,1 on 1 tutoring,us,55,100,6.00,,1 on 1 tutoring,2025-05-11 08:51:55,"Sitelinks,People also ask,Videos",300,200,200,2015-10-13,"Informational,Commercial,Non-branded,Non-local"
1629,aitutor,us,8,100,1.20,,ai tutor,2025-05-22 10:37:11,"Thumbnail,Sitelinks",700,1700,6500,2020-01-22,"Informational,Branded,Non-local"
1630,education of elon musk,us,8,100,0.80,,elon musk,2025-05-13 00:16:54,"Sitelinks,People also ask,Knowledge panel",300,385000,658000,2017-05-01,"Informational,Non-branded,Non-local"
1631,learning times tables,us,37,100,0.90,0.65,times tables.com,2025-05-13 05:55:59,"Sitelinks,People also ask,Top stories,Video preview",500,165000,275000,2015-09-18,"Informational,Non-branded,Non-local"
1632,6pm pt to central,us,22,100,,0.33,pst to cst,2025-05-13 14:06:35,People also ask,100,18000,18000,2016-02-04,"Informational,Branded,Non-local"
1633,daroa,us,46,100,2.50,0,darpa,2025-05-30 05:56:29,"Sitelinks,People also ask,Knowledge panel,Top stories,Thumbnail",200,24000,34000,2015-10-19,"Informational,Branded,Non-local"
1634,all fractions,us,58,100,1.00,,fractions,2025-05-30 20:06:30,"People also ask,Sitelinks,Top stories,Thumbnail",250,300,300,2015-09-17,"Informational,Non-branded,Non-local"
1635,math ai chat,us,9,100,0.50,,math ai,2025-05-28 01:46:09,"Sitelinks,Discussions,People also ask",300,54000,91000,2023-01-18,"Informational,Non-branded,Non-local"
1636,free math tutors near me,us,70,100,1.90,,schoolhouse,2025-05-29 14:31:50,"Local pack,People also ask,Sitelinks",150,15000,20000,2015-12-10,"Informational,Non-branded,Local"
1637,how to make a video game for kids,us,3,100,,1.17,game maker for kids,2025-05-29 07:46:50,"People also ask,Sitelinks,Thumbnail",150,350,450,2015-09-13,"Informational,Non-branded,Non-local"
1638,best after school programs,us,8,100,,0.88,best after school programs,2025-05-08 17:58:05,"People also ask,Local pack,Sitelinks",250,50,50,2016-03-25,"Informational,Non-branded,Non-local"
1639,tutor ai free,us,57,100,0.80,,tutor ai,2025-05-11 06:57:12,"Sitelinks,People also ask",500,1300,16000,2023-03-27,"Informational,Non-branded,Non-local"
1640,mathematics tutoring near me,us,39,100,7.00,,mathnasium,2025-06-01 21:08:20,"Local pack,People also ask,Sitelinks",200,44000,48000,2020-01-14,"Informational,Commercial,Non-branded,Local"
1641,bjts,us,12,100,0.35,0.64,bjt,2025-05-30 09:48:05,"AI overview,Thumbnail,People also ask,Knowledge panel,Sitelinks,Top stories",500,2200,8300,2015-09-13,"Informational,Non-branded,Non-local"
1642,first grade place value worksheets,us,3,100,,,tens and ones worksheets,2025-05-18 21:52:19,Thumbnail,100,1500,5100,2016-01-11,"Informational,Non-branded,Non-local"
1643,easy way to learn multiplication tables,us,13,100,0.45,0.92,how to memorize multiplication tables,2025-05-31 02:40:38,"AI overview,Thumbnail,Top ads,Paid sitelinks,People also ask,Sitelinks,Top stories,Bottom ads",200,2200,3000,2015-11-05,"Informational,Non-branded,Non-local"
1644,math app free,us,87,100,1.00,,math,2025-06-02 02:59:09,"AI overview,Thumbnail,People also ask,Sitelinks",200,8400,12000,2020-01-10,"Informational,Non-branded,Non-local"
1645,education and ai,us,61,100,1.90,,ai in education,2025-05-23 08:51:28,"Sitelinks,People also ask,Top stories,Thumbnail,Video preview",400,3000,11000,2017-11-15,"Informational,Non-branded,Non-local"
1646,flash cards for kindergarten,us,22,100,1.20,,flashcards for kindergarten,2025-05-12 08:47:21,"Sitelinks,Thumbnail,Shopping,People also ask",200,600,1500,2015-11-12,"Informational,Commercial,Non-branded,Non-local"
1647,class for kids,us,69,100,,,classforkids,2025-05-22 18:31:40,"People also ask,Discussions",4300,150,14000,2016-10-04,"Informational,Non-branded,Non-local"
1648,kindergarten tables,us,2,100,0.60,0.44,preschool tables,2025-05-10 15:12:59,"Shopping,Thumbnail,Sitelinks",250,400,400,2015-09-13,"Informational,Commercial,Transactional,Non-branded,Non-local"
1649,math mistakes,us,11,100,,0.72,math mistakes,2025-05-12 07:40:36,"People also ask,Sitelinks,Top stories,Video preview,Thumbnail",150,40,40,2015-09-14,"Informational,Non-branded,Non-local"
1650,a level math tutor,us,10,100,5.00,,a level maths tutor,2025-05-11 13:59:09,"Sitelinks,People also ask,Local pack",400,150,700,2020-01-18,"Informational,Commercial,Non-branded,Non-local"
1651,is our children learning,us,5,100,,0.73,is our children learning,2025-05-15 02:15:44,"Sitelinks,People also ask",100,50,50,2015-09-01,"Informational,Non-branded,Non-local"
1652,kids lab,us,1,100,,0.48,kids lab,2025-06-06 02:58:01,"Shopping,Thumbnail,Sitelinks",800,10,10,2015-09-25,"Informational,Commercial,Transactional,Non-branded,Non-local"
1653,fractions in the real world,us,1,100,1.60,1.21,fractions in everyday life,2025-05-30 10:46:07,"People also ask,Sitelinks",150,200,1000,2015-11-16,"Informational,Non-branded,Non-local"
1654,best way to learn times tables,us,4,100,1.00,,how to memorize multiplication tables,2025-05-29 13:33:42,"AI overview,Thumbnail,Sitelinks,People also ask,Top stories",450,2200,3000,2015-10-21,"Informational,Non-branded,Non-local"
1655,ai for teacher,us,71,100,,,magic school ai,2025-05-07 23:59:37,"Sitelinks,People also ask,Top stories,Video preview,Thumbnail",250,110000,153000,2023-05-12,"Informational,Non-branded,Non-local"
1656,math tutor for kids,us,57,100,,,mathnasium,2025-06-01 11:12:26,"Local pack,People also ask,Sitelinks",200,44000,48000,2015-12-02,"Informational,Commercial,Non-branded,Non-local"
1657,5th grade math lessons,us,34,100,,1.58,5th grade math,2025-05-09 11:26:22,"AI overview,Thumbnail,Sitelinks,People also ask,Top stories,Video preview",150,8000,14000,2015-09-08,"Informational,Non-branded,Non-local"
1658,leadership games and activities,us,4,100,0.60,,leadership games,2025-05-28 04:17:14,"Sitelinks,People also ask,Discussions",250,600,800,2015-09-25,"Informational,Non-branded,Non-local"
1659,ai apps for students,us,16,100,1.40,,free ai tools for students,2025-05-14 14:27:17,"People also ask,Sitelinks,Top stories,Video preview,Thumbnail,Discussions",1400,900,2200,2023-01-13,"Informational,Non-branded,Non-local"
1660,games for schools,us,95,100,1.10,,abcya,2025-05-15 04:19:44,"Thumbnail,Sitelinks,People also ask,Top stories,Video preview",200,2500000,2660000,2016-02-22,"Informational,Non-branded,Non-local"
1661,free tutor online,us,62,100,2.00,1.44,schoolhouse,2025-06-01 13:46:21,"Sitelinks,People also ask,Videos",150,15000,20000,2015-09-10,"Informational,Non-branded,Non-local"
1662,video games to play at school,us,12,100,,,video games for school,2025-05-22 23:12:52,"Thumbnail,People also ask,Sitelinks,Top stories",150,100,150,2019-04-14,"Informational,Non-branded,Non-local"
1663,homeschool games,us,3,100,1.40,0.97,educational board games,2025-05-07 11:21:05,"AI overview,Thumbnail,Sitelinks,People also ask,Discussions,Top stories,Video preview",150,250,300,2015-10-12,"Informational,Non-branded,Non-local"
1664,dan como and sons,us,0,100,,,dan como and sons,2025-05-21 15:34:06,Sitelinks,100,100,150,2015-09-10,"Informational,Branded,Non-local"
1665,kids group activities,us,13,100,,,team building activities,2025-05-28 20:16:07,"Sitelinks,People also ask,Discussions",300,13000,25000,2016-05-18,"Informational,Non-branded,Non-local"
1666,easy constellations to draw,us,0,100,0.02,,easy constellations to draw,2025-05-29 03:46:33,"Thumbnail,Discussions",150,50,150,2017-03-22,"Informational,Non-branded,Non-local"
1667,joshua age,us,45,100,,,anthony joshua,2025-06-02 20:24:24,"AI overview,Thumbnail,Sitelinks,People also ask",1100,4200,65000,2015-09-05,"Informational,Non-branded,Non-local"
1668,elon musk investment app,us,26,100,3.50,,quantum ai elon musk,2025-05-11 04:45:16,Sitelinks,600,7000,12000,2022-01-12,"Informational,Commercial,Non-branded,Non-local"
1669,elon musk mom age,us,19,100,,,maye musk,2025-05-08 15:52:19,"People also ask,Knowledge panel,Sitelinks,Thumbnail",100,33000,43000,2018-09-04,"Informational,Non-branded,Non-local"
1670,all fractions are,us,29,100,,,fraction,2025-05-14 12:11:04,"People also ask,Sitelinks",100,4900,26000,2020-01-09,"Informational,Non-branded,Non-local"
1671,clock games for kids,us,45,100,,1.22,telling time games,2025-06-03 03:16:36,"Thumbnail,Knowledge panel,Sitelinks",300,4900,7200,2015-10-05,"Informational,Non-branded,Non-local"
1672,dyslexia test for 5 year old,us,22,100,,,dyslexia test,2025-06-04 14:42:58,"AI overview,Thumbnail,People also ask,Discussions,Sitelinks",200,6700,10000,2016-02-05,"Informational,Non-branded,Non-local"
1673,math tutor cost,us,0,100,1.40,,math tutor cost,2025-05-31 05:37:11,"Featured snippet,Thumbnail,People also ask,Sitelinks",350,300,350,2015-09-08,"Informational,Non-branded,Non-local"
